monthly_income,house_rent,emi,electricity,mobile,internet,card,others_bill,taxes,groceries,health,pub_tran,pri_tran,others
22828,6578,4852,1092,255,622,2264,363,1369.68,6251,647,1677,2506,6628
464826,3679,2512,3475,902,129,5000,1521,92965.2,3058,11120,935,1837,9924
368808,95025,80982,1655,268,158,29756,160,73761.6,6614,9270,1311,1200,5948
142473,40308,21912,1685,257,791,5214,663,17096.76,10361,10049,305,2443,1251
488395,5695,99567,4292,479,290,55060,966,97679,12736,5970,1091,2647,9188
287337,58499,35515,4684,329,814,13859,549,57467.4,9224,225,284,4666,9390
233461,23382,15416,5863,280,542,11734,1358,46692.2,17995,12190,542,3380,2056
448080,14235,72816,1360,956,88,64592,1073,89616,18065,1773,1503,3395,5322
423523,62223,76510,1671,752,967,10428,746,84704.6,5051,6988,23,4452,9860
374662,2366,43746,4438,902,331,42646,88,74932.4,5666,396,1034,1726,4298
291755,27467,43775,1449,908,629,21139,1599,58351,4760,4407,638,1564,2562
184863,46932,36531,3502,317,505,12315,892,22183.56,3360,1878,1309,1886,5465
415166,6764,12227,3653,372,129,47780,720,83033.2,10614,10372,1008,88,3848
348384,90896,13031,3242,618,206,34769,1248,69676.8,4829,6194,786,3492,5111
249719,61836,43283,5472,427,359,8326,385,49943.8,16809,10235,1699,2326,5842
218475,31923,33000,4928,339,58,28976,1190,43695,2145,5790,773,4854,7888
274889,16292,51253,3748,680,95,13011,1737,54977.8,4373,13880,129,432,9648
327387,1614,67564,5714,675,830,11543,653,65477.4,2229,12869,742,1109,7737
276010,20939,18313,5627,904,245,7062,1931,55202,12061,3418,379,3954,1389
173317,47164,9650,3347,770,458,18654,336,20798.04,7388,13821,1810,1645,6615
447940,18800,91760,3010,339,144,11866,589,89588,17071,12865,1453,2453,1869
400825,56440,57751,1800,367,309,10219,434,80165,14058,7448,239,4464,4233
81354,23246,19724,5349,448,636,9019,1545,4881.24,4829,13526,1575,2441,9718
61374,16880,13980,368,460,916,7986,1271,3682.44,19625,11220,145,823,2428
124397,31688,18361,2166,385,533,9535,1067,14927.64,7048,11678,1896,1974,4998
258552,29764,2413,2248,317,380,23657,486,51710.4,5295,2201,1315,2962,6844
396721,32470,31070,4201,929,352,39164,1831,79344.2,11576,222,1965,4128,3109
433332,125088,103722,3808,342,883,53446,1500,86666.4,17513,12823,1335,802,1500
353173,38501,22409,600,391,950,19511,108,70634.6,19772,9605,307,378,581
365718,57207,29854,4422,311,284,23455,699,73143.6,13842,8347,1845,3102,2264
423663,62157,96742,3277,488,718,24982,1093,84732.6,10476,2528,823,1457,9284
302575,3216,29655,2900,940,916,38344,1767,60515,2595,6503,884,1142,1353
421124,22072,9952,2453,604,501,13788,542,84224.8,13075,6627,1653,3885,278
39336,9600,3597,4981,284,257,1370,804,2360.16,14813,2338,625,4873,3852
313136,37132,66156,5205,342,809,41445,1992,62627.2,15164,5947,531,4418,4690
65350,12269,929,5029,551,51,6996,1721,3921,11254,692,228,2209,5563
79561,22426,15455,4318,541,549,362,682,4773.66,13540,4779,512,1830,879
324099,17861,47673,3382,750,898,8133,1132,64819.8,8655,4435,1814,4313,1073
71240,13829,974,5054,191,664,3801,608,4274.4,15494,9878,805,3779,4073
161165,4960,12679,1539,242,844,211,838,19339.8,9877,11483,1043,2969,2936
409371,18781,61791,3233,364,215,4796,549,81874.2,15051,6195,259,2882,8638
56607,8301,11045,2668,498,445,8014,263,3396.42,8884,7706,1778,2137,7122
436703,126434,18073,759,662,222,23404,289,87340.6,16808,5729,891,4984,331
196740,31126,4671,4328,484,654,2661,144,23608.8,14753,14518,1008,129,8116
424179,107145,30365,2926,548,965,58259,528,84835.8,13352,10012,613,4107,7756
191196,22578,46367,4063,313,104,26036,93,22943.52,14589,1836,196,4922,4067
325014,17883,74453,3101,255,521,12430,337,65002.8,9287,1138,389,1404,8128
459763,29782,106657,4555,381,968,11548,1588,91952.6,19079,6777,702,31,1716
74110,16979,7784,763,707,753,1093,998,4446.6,17053,13713,345,2098,7171
194626,33746,46993,1297,866,887,14159,1934,23355.12,16451,9315,640,379,1543
162008,730,33426,5941,682,382,7744,1855,19440.96,16735,12385,1151,3429,9800
389039,56,12291,5331,326,113,54205,1644,77807.8,11875,4320,113,266,9973
14426,0,2542,3306,828,744,1733,1592,0,10301,6202,958,1823,6598
229911,55031,26154,1978,443,68,34319,1683,45982.2,12439,1691,1230,1486,4327
299750,1701,25650,1164,414,364,9525,1084,59950,4639,5526,847,53,4476
451048,73839,111876,1490,937,43,25862,1560,90209.6,17098,9817,1878,517,2256
38151,9393,3205,2997,669,680,4155,77,2289.06,15531,8559,1128,1817,7965
482519,66483,102348,2674,419,210,70153,1562,96503.8,5883,1566,725,1317,3146
283452,20505,36201,1164,979,275,34311,1454,56690.4,12674,7434,1973,2695,5034
250853,6553,39479,2876,361,992,5721,98,50170.6,5989,3974,708,3600,782
465738,33525,72920,4215,312,106,17956,1563,93147.6,13997,13522,1194,1362,5446
264595,44348,50243,5692,972,932,18385,645,52919,2591,10850,260,2428,7228
186743,5651,3059,3226,706,478,25475,808,22409.16,14402,13676,1989,1448,9026
100306,7273,23391,4729,894,678,1107,1338,12036.72,10216,8531,1345,3892,5647
235180,64236,15915,2697,202,204,8175,1246,47036,7398,9677,1801,621,6067
379128,75569,42568,2521,382,118,52457,1869,75825.6,12532,8897,1909,4984,6921
12204,0,2826,2082,587,485,761,1212,0,7339,1037,1187,2655,4892
102769,18677,19436,4298,832,108,12527,975,12332.28,5899,1139,1261,1247,5325
97265,17488,13978,3103,667,453,7271,304,5835.9,11622,4508,674,2800,7556
303275,908,31989,5500,193,238,28370,875,60655,11760,6688,940,1332,4298
62428,4617,313,4467,752,7,4320,355,3745.68,8837,758,1558,893,4469
43870,10048,8921,4847,857,511,4374,772,2632.2,16886,10475,1725,2033,2520
113547,30431,16767,3258,665,42,10668,1503,13625.64,11304,9459,1326,1293,1547
245990,35079,38652,2078,782,393,19631,778,49198,14390,6284,911,1600,4147
59067,16020,1812,1125,724,808,3856,1877,3544.02,16010,8798,164,992,6494
461801,111889,84244,3961,241,131,42767,1770,92360.2,18542,4382,1961,640,3914
248083,49323,13383,5731,908,717,18782,39,49616.6,2733,3306,418,3074,1766
122217,26562,5248,3669,880,899,16368,475,14666.04,4028,14372,1263,2794,842
424823,89909,101733,3395,587,791,44192,1137,84964.6,19148,13964,551,3411,9286
428184,46105,60089,2457,486,750,30825,1349,85636.8,17212,13828,1551,1728,3905
108934,30164,26440,351,892,788,15076,678,13072.08,2191,9112,196,3513,45
152980,1885,21230,3661,443,393,5222,837,18357.6,9137,4461,1290,315,4963
429639,57819,95190,3815,849,557,18563,1645,85927.8,19484,7547,1074,1239,5722
346851,1049,55919,4862,969,984,27392,531,69370.2,18214,3785,1756,4339,6162
219329,53281,16611,3630,829,197,1312,229,43865.8,10972,5210,1391,4569,2898
267354,43271,63483,1974,413,463,29129,1411,53470.8,19177,1078,1389,1802,7796
71215,1161,10256,3165,254,120,9090,984,4272.9,12972,2694,1482,2227,7796
196907,815,40971,1661,373,299,19556,780,23628.84,10282,8074,237,2922,7106
321573,36534,40533,1086,568,219,38700,1328,64314.6,8711,9893,1359,2117,5397
354296,93034,28281,855,264,867,19476,75,70859.2,3641,7720,1368,551,3767
118048,25037,1739,2339,384,800,8440,264,14165.76,5358,13022,945,3697,476
179530,36007,1525,2062,933,93,26815,314,21543.6,5856,11489,322,1477,5038
187241,13942,16453,2412,423,291,19016,627,22468.92,10627,8421,706,4240,6772
148731,27278,6251,2510,379,152,3384,1538,17847.72,3916,11226,1088,1686,2901
463830,99173,108744,2001,878,524,20647,991,92766,17251,878,11,3806,7124
249977,38294,19507,2386,183,934,13885,1546,49995.4,18430,8615,902,4175,7779
349384,73277,79396,3012,537,718,36472,1284,69876.8,4354,10545,938,1586,5809
436009,62509,86644,2707,858,766,46295,1954,87201.8,18497,14051,1004,2645,9916
123688,4694,27906,2616,650,421,5628,1392,14842.56,3081,14150,1837,1679,5615
318617,58150,73185,1910,611,157,17581,1687,63723.4,13494,7824,1375,4268,4835
368906,67470,13193,4652,598,269,42951,1733,73781.2,16090,4356,1813,4284,2911
230460,21556,31022,5005,978,817,20887,81,46092,15323,6519,1355,2827,5345
491546,49086,97192,1427,363,579,8692,1660,98309.2,17052,5926,901,5,4633
379100,18907,81449,5791,195,256,42121,229,75820,3589,9878,1573,3971,8309
390596,71695,64042,1204,554,700,57442,645,78119.2,6855,6484,166,4709,7397
196823,48487,15629,463,482,514,15171,1621,23618.76,11629,4381,1765,3961,2288
398455,29158,30692,1436,389,236,19512,297,79691,8030,3759,1467,3273,8684
219987,20293,4954,5010,403,945,2294,1578,43997.4,3525,13122,616,3815,6337
457470,99468,33512,2325,377,444,15019,1933,91494,15959,3666,1620,1070,1864
279150,33387,10719,405,882,931,3914,1739,55830,14643,12840,1213,2644,3962
259243,40750,55427,5094,315,643,29743,280,51848.6,6595,12191,1115,116,1452
84218,3066,12402,4759,734,170,6988,467,5053.08,7599,1647,666,3346,1990
206416,21256,37344,3392,886,269,16282,529,41283.2,10935,7475,1840,2330,1344
437056,2460,9216,2321,660,600,32029,407,87411.2,12733,12666,880,138,7784
42430,6820,941,1452,747,614,45,1726,2545.8,4165,8973,1550,325,1640
33091,5546,5050,998,742,636,2443,974,1985.46,11846,2149,1824,552,1954
267125,16191,46716,4167,876,66,31863,222,53425,13699,4709,95,4778,4945
436199,84631,2438,3570,825,774,35899,1897,87239.8,7778,405,813,574,4821
33989,1291,376,1046,539,7,2663,768,2039.34,13993,9341,225,1452,6543
85451,10390,12078,1260,901,555,9141,1038,5127.06,18646,974,1523,3351,558
28990,5374,89,3791,572,447,3568,693,1739.4,16264,9482,1653,3428,8306
362414,25976,43815,3597,560,134,27297,545,72482.8,6431,678,1222,4812,7956
352504,63116,62460,3277,730,759,36566,1203,70500.8,17210,9553,652,447,6121
260541,62821,9257,508,798,815,21621,1025,52108.2,11208,8616,692,3406,3464
308225,12204,25634,3616,813,829,14572,1955,61645,16539,9476,166,456,6108
152105,7394,28648,5707,596,24,11481,150,18252.6,19367,4160,1969,3366,3787
380416,64814,92712,2191,552,464,31867,1943,76083.2,9671,1516,1989,3193,8455
288385,33593,48980,1476,246,985,27910,1133,57677,19943,214,1138,1580,329
134932,11652,10296,3806,528,373,16209,1951,16191.84,4702,8441,827,3900,6318
278083,53365,60197,2339,819,195,30889,1330,55616.6,17191,8139,904,2513,5331
123000,443,21959,3589,335,703,14019,1837,14760,12455,5420,1129,4095,6538
188634,23903,14570,1752,829,880,22919,1420,22636.08,18281,3697,889,1730,7919
45063,754,2655,5061,393,401,3221,1888,2703.78,7686,1163,3,1883,8062
217793,28180,14727,4160,780,121,19701,617,43558.6,6497,5329,244,1449,6567
168117,48791,17899,1917,857,771,12788,766,20174.04,7802,322,1883,1832,6531
447985,103700,35785,734,652,912,20428,13,89597,6268,4957,1812,938,383
319262,3465,62806,2627,437,558,18605,1296,63852.4,17128,2118,1163,121,5221
94703,2711,7343,1946,518,885,12880,1401,5682.18,6048,9062,1100,4758,3889
424841,51559,77875,3463,214,208,37035,655,84968.2,2506,3243,893,2405,3629
245796,25198,34341,5558,311,300,23203,927,49159.2,8287,10692,49,3768,4951
138557,22488,5597,5062,746,600,7237,206,16626.84,14214,13843,652,1100,6185
299220,38515,10244,1740,720,953,2984,618,59844,2246,3472,691,2830,6235
263317,27898,3796,4743,943,514,19640,1270,52663.4,8684,10211,1014,1548,8471
205877,1919,41591,5160,811,907,26012,734,41175.4,16655,7465,1498,3132,1868
316749,50070,75589,1233,567,986,37241,779,63349.8,9552,13733,347,477,1765
356709,62613,28528,4578,630,656,24548,1760,71341.8,16569,2967,977,2669,6937
491725,96707,115920,2855,782,885,7179,1410,98345,13801,14810,484,2519,7553
311265,86135,18648,1446,418,533,42734,1098,62253,14849,10943,207,1037,7392
468317,47003,83967,4296,916,38,66518,1972,93663.4,11634,1045,1652,4752,4443
303577,48478,535,680,885,806,22807,1066,60715.4,4639,12487,660,743,3418
53309,14434,7884,1124,716,618,1138,1156,3198.54,6157,758,1206,829,4796
339612,46246,64912,1838,797,611,42193,430,67922.4,15382,11066,1545,4915,2489
447470,59030,44493,3675,339,783,37310,794,89494,3918,10335,973,4378,8672
339437,53061,72417,1937,555,740,17214,1918,67887.4,2943,6713,630,39,4942
368402,1999,45785,4587,914,946,30089,1459,73680.4,2988,788,91,34,9389
441069,52800,85017,824,638,885,65156,55,88213.8,9936,1553,668,94,6658
310549,5445,66561,3407,461,796,31454,207,62109.8,8693,5540,1134,3770,8009
469868,246,30869,1393,745,205,45053,738,93973.6,16672,4642,394,4064,8028
53527,14769,2051,404,838,582,8024,103,3211.62,6279,1789,1053,4106,9798
349371,5212,30192,2039,243,680,13492,463,69874.2,16615,8450,1703,2810,9763
403708,3339,69157,2660,539,696,7632,1871,80741.6,11928,2279,1498,249,6741
234490,56238,30566,3426,696,411,15387,469,46898,5113,8025,176,865,4574
149883,19394,20947,1976,560,332,20672,579,17985.96,11515,3915,1666,380,7654
103344,21103,14405,2654,361,207,2860,249,12401.28,13627,8599,512,3880,9921
165344,35136,4403,5216,787,404,7105,991,19841.28,16325,2585,1311,3743,9904
497151,34607,36091,4431,518,387,26544,602,99430.2,6214,11676,1318,4956,4037
475226,52055,52510,3234,891,486,24174,782,95045.2,5148,14714,1620,2948,9810
233564,4395,22525,5444,317,381,2471,402,46712.8,4886,509,129,4721,1178
57153,15290,5017,2172,163,866,6234,25,3429.18,14178,6752,1737,4554,4549
118042,22151,6435,5456,735,883,13082,718,14165.04,4481,1861,1694,250,1
64110,3691,7321,1342,713,270,4836,940,3846.6,3425,2385,657,1861,4598
155051,7470,19729,3734,356,436,6288,1787,18606.12,2667,2638,134,2970,9403
251131,3841,28430,1741,957,857,20721,9,50226.2,7532,6725,772,3764,4745
249173,63197,38584,2145,192,429,21534,1633,49834.6,18486,10172,412,4655,1212
38328,6621,4604,3801,591,646,772,613,2299.68,5685,5000,1987,1490,9511
122911,17776,3424,1841,664,657,11864,1520,14749.32,2048,2088,1581,57,5124
285011,71596,53252,766,756,344,12178,1433,57002.2,6947,5288,1207,2348,7949
69234,20639,14628,3244,544,996,1778,1159,4154.04,18167,14022,2,3227,8414
297995,27584,12501,4594,387,148,26595,847,59599,14288,14580,140,4251,7256
303423,4300,30131,1891,828,627,43884,220,60684.6,14448,6192,1090,2810,709
258503,3338,23566,3115,680,391,25164,543,51700.6,6719,4757,1095,194,4546
237135,62601,23824,5630,868,186,272,1300,47427,19677,10062,1713,3024,3694
83402,5487,2812,4372,891,19,11121,95,5004.12,16811,4213,1138,929,6385
287593,36282,9402,3872,553,337,1501,1836,57518.6,8908,7090,899,4651,5270
348365,95065,55956,4636,363,372,10297,1462,69673,12155,3338,425,3403,3520
361224,95798,51920,1493,717,978,13270,1531,72244.8,19700,11026,1634,1752,1102
15451,0,593,593,995,755,386,779,927.06,15899,10703,587,3348,5872
97178,11280,24259,1221,523,66,7628,1711,5830.68,2498,10017,1303,1425,5607
444532,108611,67462,1638,281,438,54879,614,88906.4,18870,3885,1381,4131,4517
466280,11158,66392,3498,158,61,45100,1210,93256,9579,13092,274,2629,8845
335905,74157,5988,4863,892,485,14626,841,67181,7740,11475,1782,467,914
246562,10547,8743,2714,302,785,1281,1861,49312.4,2888,13081,1123,4788,800
311014,88713,56999,5153,580,858,17653,1060,62202.8,13920,10432,994,4862,3060
368710,2459,69674,5509,632,974,4335,1233,73742,12483,2418,81,3551,3872
395893,28768,81618,3775,454,621,11676,879,79178.6,9736,7246,807,1491,6060
133765,38041,33374,1841,433,567,10657,1438,16051.8,3104,3505,759,3698,3587
397025,50870,74399,2798,621,84,2254,1790,79405,18564,1527,1662,126,8529
434089,107761,60659,1207,339,405,34343,130,86817.8,6767,9921,1279,4088,5144
138389,38191,29807,2793,677,775,9561,1860,16606.68,19253,5814,801,2771,2274
199699,50460,22118,5352,661,394,12094,97,23963.88,13640,8948,1752,4615,2293
207227,17434,5149,2427,492,618,8759,1466,41445.4,10408,6880,635,4351,4454
297516,60817,38079,3388,579,523,12447,1568,59503.2,4810,6347,1030,815,1233
275786,38247,2484,5927,864,175,14145,1059,55157.2,16337,3659,74,4502,3985
270220,15419,55474,4947,835,358,28767,969,54044,15886,6573,1573,1536,6007
431217,100553,90727,4290,829,830,14760,1772,86243.4,17834,9857,914,1,924
306208,35577,48601,4051,183,538,44956,1538,61241.6,14747,13960,1762,3657,744
235898,2921,55929,2397,620,290,3187,1994,47179.6,19015,9285,1836,4388,8583
286266,4676,43809,3474,543,129,16982,1666,57253.2,15044,4145,1683,2809,7745
428036,85961,20791,687,890,738,46386,1243,85607.2,17119,394,474,3165,2247
78431,2417,3807,598,644,478,6411,1385,4705.86,18514,4451,222,2098,7261
65745,16916,3173,4734,662,647,8235,954,3944.7,13480,4405,1752,3243,302
60081,13463,1473,3760,471,531,1881,693,3604.86,10721,3730,1911,4255,3238
474118,40935,62327,4361,264,263,30620,27,94823.6,15542,1900,1153,2231,8407
411927,67005,93386,773,363,958,16356,904,82385.4,12025,14409,548,1841,2751
226204,58596,52490,5011,915,835,23740,1561,45240.8,3147,13508,30,1215,9459
422009,72828,42967,5357,294,670,57724,668,84401.8,2561,10500,238,4261,3211
411415,90945,53709,5187,708,502,22335,521,82283,19479,6040,1577,1661,3107
86253,23526,2412,3513,941,159,5762,922,5175.18,17731,12455,1285,4941,6122
308335,55152,48861,5589,327,908,6870,1982,61667,4172,4932,1645,898,4278
282355,72467,68718,4408,874,853,2162,108,56471,12622,4090,980,2092,333
121086,1091,25003,748,509,537,15861,829,14530.32,16520,8166,1672,3261,2203
466285,122537,20948,2521,434,80,50810,607,93257,2083,4892,713,2182,2602
492112,53806,33782,2282,394,412,72118,657,98422.4,4987,12475,597,3920,9612
459962,131332,50756,5551,914,474,52044,1204,91992.4,14952,4017,478,2024,173
424758,75992,82789,3911,355,887,38811,209,84951.6,17045,7832,1204,1765,7084
434528,22320,105217,2942,733,981,46398,341,86905.6,8875,9458,906,2070,9296
448458,78971,101031,2220,883,17,25451,1680,89691.6,7079,1186,373,3231,29
374115,42145,68388,2616,491,68,24255,1072,74823,2905,8675,1618,4609,8623
103783,30920,9077,1574,876,907,3515,1496,12453.96,8793,9154,1384,2721,7568
135681,27025,18992,5789,509,129,7827,665,16281.72,16018,3438,971,3260,9183
97893,28109,1273,5168,648,937,27,772,5873.58,10730,6024,499,2043,9003
458604,20754,7649,1915,290,646,66171,328,91720.8,16498,7767,229,1134,635
168763,4301,29002,5283,817,814,18399,555,20251.56,8205,8970,1295,3453,9810
87960,7207,1955,3918,371,890,10316,1259,5277.6,14550,9110,1036,1798,2218
356532,27920,74314,2606,538,729,33354,1943,71306.4,2198,9227,1445,265,7743
32601,5819,200,559,479,309,3622,1464,1956.06,11723,2795,1932,472,2864
421236,123746,70085,3506,892,486,45289,1144,84247.2,19355,8774,398,4737,108
149227,21545,15863,1812,542,14,19854,247,17907.24,7314,7141,1041,1949,267
210191,24016,11809,5038,803,495,29000,1542,42038.2,13055,6692,1423,1104,6262
484267,60522,58169,2428,507,185,3470,1043,96853.4,4370,9182,168,315,4123
177849,8556,8302,3738,543,416,25858,695,21341.88,14632,646,1073,2064,108
291854,54068,8100,5478,736,706,6900,502,58370.8,14199,10380,105,183,3045
380858,112099,68447,5658,189,702,30705,363,76171.6,11825,12150,1131,2645,3486
165604,20102,12091,2476,422,745,22946,488,19872.48,7321,3794,196,3992,6643
138727,38893,9099,4807,569,431,8582,1223,16647.24,3371,3135,1242,4879,2570
421817,1924,55020,3808,219,65,55133,1789,84363.4,10626,9946,1151,152,1931
73227,19479,5663,5010,978,80,10135,1426,4393.62,2839,11653,1729,1294,214
146039,39451,29904,5294,772,960,6132,1268,17524.68,8291,10511,40,1636,1653
94289,21565,11881,3380,607,35,1950,1506,5657.34,13908,4594,1393,3512,8796
161094,18922,36104,531,383,746,2637,1599,19331.28,18296,3346,1655,1806,9278
446679,126372,39137,1029,346,16,38735,1834,89335.8,8412,12356,538,1207,3464
215743,9945,2534,3312,860,513,6258,811,43148.6,17050,848,698,1572,6157
277866,50062,67762,5816,658,32,27266,664,55573.2,14523,7093,1344,3360,991
168485,306,9585,3229,685,348,7906,1040,20218.2,6738,12768,382,2178,2498
495988,88495,92796,5993,968,379,46207,38,99197.6,18224,13472,141,1328,4991
353194,69767,76438,617,296,507,20488,664,70638.8,2891,12949,930,693,2566
243820,12207,36392,1830,723,645,14453,866,48764,10952,12774,278,2157,3290
246994,39426,18731,1410,608,938,3538,294,49398.8,3225,9044,1514,104,4886
489083,6336,83324,1015,216,867,15191,38,97816.6,4296,9224,21,3098,905
355740,75166,31126,1641,179,855,2747,186,71148,18333,8592,1562,2435,782
338876,17256,42485,3704,256,266,18058,749,67775.2,13508,1711,433,2176,1846
415513,99445,45798,3612,827,516,44494,961,83102.6,15536,10980,24,2486,6033
78323,17049,2774,5529,539,797,9123,783,4699.38,2864,8486,1889,1133,5145
295960,33719,9017,3420,555,905,24700,308,59192,8582,13785,181,2716,8920
50695,9249,9316,3387,270,484,6366,361,3041.7,15622,330,688,3605,935
422918,45704,90680,5492,160,346,31047,461,84583.6,13772,12222,1882,3222,2474
428458,30013,95446,501,733,602,40833,668,85691.6,4101,12010,1364,2567,7938
65841,14455,10150,2440,496,663,2865,1254,3950.46,19626,13449,102,1849,8539
400642,70258,36507,1972,402,442,24834,705,80128.4,13058,13808,898,3151,895
208784,12812,47679,1356,946,377,30786,1273,41756.8,19311,8505,664,4578,8562
488879,10060,92221,3971,268,629,39794,777,97775.8,7588,3361,494,3159,3409
117096,13056,24402,718,669,962,11325,1,14051.52,2346,3045,323,2618,4077
102764,6655,4464,2898,364,572,9163,1498,12331.68,8819,11038,1848,3161,397
456790,49923,95599,925,882,357,57335,652,91358,2488,9637,782,1279,2482
95744,13027,12381,5240,229,537,13837,181,5744.64,11272,9682,1730,193,31
300626,4030,24020,4130,568,620,28950,1,60125.2,9708,7912,650,379,810
19171,0,4094,2178,733,879,1146,1193,1150.26,3110,3788,91,4330,517
110755,19739,2930,2244,861,806,12240,1293,13290.6,4425,9090,514,678,5277
118125,34168,763,3229,834,209,12789,976,14175,11578,2495,124,619,5253
402866,110234,30755,3067,438,770,55953,306,80573.2,19353,6954,1011,2954,9939
378226,61687,11552,3683,383,805,11532,875,75645.2,6403,13050,1553,2699,7553
13696,0,2147,3840,410,41,892,48,0,3934,9992,877,1663,3081
136310,30013,19779,693,806,815,3623,1445,16357.2,5160,3467,692,3554,1084
423274,72115,29000,3156,171,984,8038,995,84654.8,6786,6913,264,2103,8704
161385,18242,20103,3219,227,12,359,1953,19366.2,9454,14711,1662,423,2337
291293,4781,53953,2918,891,600,17872,1308,58258.6,18330,9601,334,1902,803
402208,20448,57564,931,821,599,48375,1902,80441.6,13859,8877,103,3983,8359
325665,51550,14102,3156,163,823,22144,379,65133,8799,876,1863,4272,915
55740,16526,1861,621,897,488,290,1855,3344.4,2163,12622,1959,3359,9439
116611,21446,10806,3806,297,186,14371,790,13993.32,7414,9414,439,3444,5687
408172,76579,32682,4969,811,62,43986,790,81634.4,13923,8963,1805,2476,16
478947,114679,78819,1993,179,335,21339,503,95789.4,12551,7682,357,212,3750
485828,85615,91133,1363,587,554,51265,783,97165.6,9920,5713,1724,3535,1493
258922,17101,49261,3411,822,744,22058,555,51784.4,9641,1000,1804,3398,132
338785,66178,77972,1776,922,745,28434,571,67757,15191,11130,1786,2948,2782
73811,18932,8890,3217,679,74,6264,1222,4428.66,13556,8514,1966,2431,9233
455376,90481,48120,3561,212,764,6335,108,91075.2,11338,2069,1353,171,6212
192385,52802,38297,3093,579,824,11739,64,23086.2,4568,1131,619,1632,8253
73232,7549,15843,3386,284,148,5473,1938,4393.92,6938,13878,1757,340,5446
287561,78933,8299,5543,306,990,17950,1708,57512.2,5796,1005,1412,4245,2445
165801,25362,41348,4111,718,693,10596,1376,19896.12,4374,13755,1365,4496,7261
122492,33717,8616,4270,926,206,479,1121,14699.04,3931,10238,866,1624,4496
40099,5444,2494,3651,403,692,4892,1152,2405.94,17892,8161,260,4968,396
239206,23016,11157,1258,336,684,5192,267,47841.2,9173,14886,1785,689,9022
433177,55200,95299,4443,528,240,23942,1432,86635.4,6138,12273,395,1747,7318
415818,80268,32687,1882,476,675,7097,86,83163.6,17196,10870,1954,4254,2453
128474,26911,31809,3476,348,574,1099,1624,15416.88,19973,4186,596,4041,1560
281400,83402,60047,2716,320,893,14302,1879,56280,9818,12335,409,2098,7979
489336,42607,10191,759,464,234,46417,1417,97867.2,5096,6932,1408,1783,7779
253588,27621,56884,2594,155,124,25051,449,50717.6,19291,1310,1776,3872,9108
44681,12823,5759,2611,405,256,3377,928,2680.86,6672,1815,137,2920,7791
101328,29986,11767,1529,970,91,916,740,12159.36,10451,1632,1278,19,4077
228512,64325,17911,1830,469,736,10401,470,45702.4,16718,7748,421,973,8988
468005,127925,94165,4925,397,706,59415,1665,93601,10128,1697,151,2939,5620
315505,57771,43726,1687,880,886,9551,1667,63101,7537,2116,1139,71,2557
467719,54973,34623,3097,153,206,50459,1942,93543.8,7594,8476,734,2789,8071
44540,2537,8638,1663,662,416,2221,764,2672.4,11324,11225,1772,2011,705
167608,14690,17981,4802,987,287,23858,109,20112.96,14815,6096,46,2377,8371
94700,6339,17232,752,655,214,4974,1832,5682,11869,13983,1878,3704,2454
466259,57888,71494,4204,180,697,11013,293,93251.8,2869,10038,1876,999,1237
350676,10956,80241,5209,982,637,45285,214,70135.2,11780,10799,1281,1677,6251
197647,21303,30636,877,778,793,8894,1335,23717.64,17545,10200,1396,61,1659
399770,56227,63027,4219,424,766,16501,1227,79954,10766,14373,1630,3169,7632
406087,36533,58995,3312,858,511,43060,1451,81217.4,17585,11463,1403,126,6311
56002,2827,10108,3564,474,572,3263,959,3360.12,8368,8267,1665,3664,8280
59812,2058,3529,2231,326,367,5043,1559,3588.72,11398,12798,1181,1883,4120
425842,56901,51070,4542,436,400,4667,1116,85168.4,8304,8701,1176,3619,2169
201051,11519,25152,4801,897,200,10152,680,40210.2,11277,12387,368,2787,1596
479273,1832,104065,482,228,580,23182,1051,95854.6,17270,11568,1618,4104,1351
267906,41368,66224,3477,392,284,28784,1341,53581.2,18780,3270,189,2795,7535
118946,22889,25365,535,972,62,17671,1422,14273.52,17952,9839,765,2786,133
76668,15618,6306,937,650,645,7658,1725,4600.08,3864,7120,1280,1260,3190
109003,7170,5072,3305,354,750,9559,265,13080.36,15708,4547,868,144,1558
221142,37570,17739,4574,609,763,28910,895,44228.4,12255,5792,1499,4089,3150
230462,6615,50839,2779,532,360,20187,993,46092.4,17270,13304,1214,1548,2005
315142,72298,63211,3772,872,186,25181,284,63028.4,8752,12705,1210,1994,8867
204886,38311,10909,824,482,482,2169,1950,40977.2,13623,14705,1647,626,962
114601,24709,28115,3090,752,370,5419,1086,13752.12,19035,5577,1333,4064,6572
448823,103187,12713,5959,315,20,65220,598,89764.6,13168,11110,964,475,8584
279956,23434,12614,2670,310,940,33330,913,55991.2,10846,275,438,2311,8644
71844,21343,9321,1584,155,940,6460,1542,4310.64,19232,4058,1629,403,5247
211165,15739,32561,1935,802,854,5938,666,42233,17710,3904,1321,4218,11
405395,66202,20734,2023,354,802,20384,1928,81079,10669,6700,986,4294,7900
184870,33044,30709,2746,681,307,8211,19,22184.4,3061,8748,820,3388,4160
84601,14063,6086,4732,249,45,4637,1787,5076.06,2975,14088,233,555,3808
411491,33649,78267,4514,826,193,20344,1908,82298.2,17657,2193,1088,1202,8724
453790,116770,86128,1881,194,56,3541,1371,90758,14140,11395,1672,3513,1725
320001,39470,13341,2760,606,553,35925,49,64000.2,13088,10757,113,3967,2650
